AutoForwardDiff()
KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEqCore.DEFAULT_PRECS), Val{:forward}, true, nothing, typeof(OrdinaryDiffEqCore.trivial_limiter!)}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5, false, true, 0//1), OrdinaryDiffEqCore.DEFAULT_PRECS, true, :linear, :PI, OrdinaryDiffEqCore.trivial_limiter!)
6mer
Iteration  Ktri/Kdim  Efficiency
1 1.0 -1
2 1.0000948466390234 -1
3 1.0002490231597807 -1
4 1.0004483748980444 -1
5 1.0006850076639773 -1
6 1.0009537694514272 -1
7 1.0012509750124918 -1
8 1.0015738256195894 -1
9 1.001920104736219 -1
10 1.0022880018918927 -1
11 1.0026760030984323 -1
12 1.0030828187680119 -1
13 1.0035073341601797 -1
14 1.0039485740712895 -1
15 1.004405676911114 -1
16 1.0048778751852259 -1
17 1.0053644804789563 -1
18 1.0058648716854368 -1
19 1.0063784856231064 -1
20 1.006904809447148 -1
21 1.007443374430741 -1
22 1.0079937508081618 -1
23 1.008555543452277 -1
24 1.009128388215801 -1
25 1.0097119488065924 -1
26 1.0103058892976706 -1
27 1.0109099004842854 -1
28 1.0115236973135442 -1
29 1.0121470166343183 -1
30 1.012779594789815 -1
31 1.0134211763559293 -1
32 1.0140715274520185 -1
33 1.014730433699338 -1
34 1.015397698405991 -1
35 1.016073140948476 -1
36 1.0167565732393251 -1
37 1.0174478241100293 -1
38 1.0181467376799505 -1
39 1.0188531718978358 -1
40 1.0195669972359458 -1
41 1.020288095519535 -1
42 1.0210163588766805 -1
43 1.0217516887953488 -1
44 1.0224939952762102 -1
45 1.023243187010069 -1
46 1.0239991813265148 -1
47 1.0247619033684567 -1
48 1.0255312853529854 -1
49 1.0263072659095243 -1
50 1.0270897894871953 -1
51 1.0278787802728604 -1
52 1.0286741716316716 -1
53 1.0294759051051543 -1
54 1.0302839295211574 -1
55 1.0310982002037097 -1
56 1.0319186782720808 -1
57 1.0327453300194844 -1
58 1.033578126362815 -1
59 1.0344170423557406 -1
60 1.0352620338014529 -1
61 1.036113063850791 -1
62 1.0369701021246889 -1
63 1.0378331239407956 -1
64 1.038702081811783 -1
65 1.0395769375764934 -1
66 1.0404576612074812 -1
67 1.0413442297635143 -1
68 1.0422366264706957 -1
69 1.0431348399176374 -1
70 1.0440388633516382 -1
71 1.0449486940642883 -1
72 1.0458643093400277 -1
73 1.0467856832459963 -1
74 1.047712798069923 -1
75 1.0486456431870061 -1
76 1.0495842140712184 -1
77 1.0505284812108182 -1
78 1.0514784250316656 -1
79 1.0524340344916585 -1
80 1.0533953058557013 -1
81 1.0543622416299288 -1
82 1.0553348496362818 -1
83 1.0563131422106502 -1
84 1.0572971355097276 -1
85 1.058286848913344 -1
86 1.0592823045106097 -1
87 1.0602835266594886 -1
88 1.0612905416106495 -1
89 1.062303318377168 -1
90 1.0633218380244869 -1
91 1.0643460919313976 -1
92 1.0653760802768018 -1
93 1.0664118107252392 -1
94 1.0674532972872643 -1
95 1.0685005593334778 -1
96 1.0695536207434715 -1
97 1.0706125091730994 -1
98 1.071677255425414 -1
99 1.0727478929122918 -1
100 1.0738244571953264 -1
101 1.0749069737130943 -1
102 1.0759954367561342 -1
103 1.0770898217666098 -1
104 1.0781901175276518 -1
105 1.0792963241780218 -1
106 1.0804084514898482 -1
107 1.0815265173772994 -1
108 1.0826505466078564 -1
109 1.0837805696911587 -1
110 1.0849166219233006 -1
111 1.0860587425483954 -1
112 1.0872069740968806 -1
113 1.0883613617676413 -1
114 1.089521915899665 -1
115 1.0906886554266095 -1
116 1.0918616065385611 -1
117 1.0930408015272086 -1
118 1.0942262470948705 -1
119 1.0954179599185139 -1
120 1.0966159650996317 -1
121 1.097820294825951 -1
122 1.0990309872186337 -1
123 1.1002480853417687 -1
124 1.1014716363536978 -1
125 1.1027016907821623 -1
126 1.1039382625177276 -1
127 1.1051813750139 -1
128 1.1064310467065888 -1
129 1.107687305351589 -1
130 1.1089501865444493 -1
131 1.1102197000136642 -1
132 1.1114958670301294 -1
133 1.112778718595906 -1
134 1.1140682938823343 -1
135 1.1153646388862397 -1
136 1.1166678052767287 -1
137 1.117977807971483 -1
138 1.1192946734717855 -1
139 1.1206184380329867 -1
140 1.1219491460880406 -1
141 1.123286848892279 -1
142 1.124631603361449 -1
143 1.1259834710783398 -1
144 1.1273425174463696 -1
145 1.1287088109710683 -1
146 1.1300823875602322 -1
147 1.1314632916906304 -1
148 1.1328515750308268 -1
149 1.1342472510599937 -1
150 1.1356503465296335 -1
151 1.1370608994034743 -1
152 1.1384789570807505 -1
153 1.1399045748672687 -1
154 1.1413378146629596 -1
155 1.1427787295152065 -1
156 1.1442273797773956 -1
157 1.1456838318800122 -1
158 1.1471481204926064 -1
159 1.1486202451926335 -1
160 1.1501002235084783 -1
161 1.151588088152357 -1
162 1.1530838846320755 -1
163 1.1545876691940014 -1
164 1.1560995070553333 -1
165 1.157619470888886 -1
166 1.1591476395279998 -1
167 1.1606840968631609 -1
168 1.1622289309054237 -1
169 1.1637822329946692 -1
170 1.1653440482633146 -1
171 1.1669144331082046 -1
172 1.168493413917864 -1
173 1.1700810324653832 -1
174 1.1716773435108447 -1
175 1.1732824127365127 -1
176 1.1748963149727158 -1
177 1.1765191326774564 -1
178 1.1781509546372513 -1
179 1.1797918748606206 -1
180 1.181441924942104 -1
181 1.1831011526101043 -1
182 1.1847696192136974 -1
183 1.1864473975597032 -1
184 1.1881345284705325 -1
185 1.1898310686198341 -1
186 1.1915370880334741 -1
187 1.1932526679413809 -1
188 1.1949778989355542 -1
189 1.1967128793949915 -1
190 1.1984577141430994 -1
191 1.200212458871022 -1
192 1.2019771838202662 -1
193 1.203751971488124 -1
194 1.2055369146575812 -1
195 1.2073321147102773 -1
196 1.2091376362068251 -1
197 1.2109535579299249 -1
198 1.212779970639089 -1
199 1.214616918966186 -1
200 1.2164644664860262 -1
201 1.218322692778359 -1
202 1.2201916909003443 -1
203 1.2220715652173264 -1
204 1.2239624129964761 -1
205 1.2258643426286377 -1
206 1.2277774717931367 -1
207 1.2297019258936945 -1
208 1.2316377901193456 -1
209 1.2335851637123039 -1
210 1.235544097745558 -1
211 1.237514664474464 -1
212 1.2394969540719185 -1
213 1.24149107182044 -1
214 1.2434971357029776 -1
215 1.2455152743413809 -1
216 1.2475456252376929 -1
217 1.2495883332789344 -1
