AutoForwardDiff()
KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEqCore.DEFAULT_PRECS), Val{:forward}, true, nothing, typeof(OrdinaryDiffEqCore.trivial_limiter!)}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5, false, true, 0//1), OrdinaryDiffEqCore.DEFAULT_PRECS, true, :linear, :PI, OrdinaryDiffEqCore.trivial_limiter!)
7mer
Iteration  Ktri/Kdim  Efficiency
877 67.7733082273933 9.251659263534837
878 67.7839460759132 9.251754257812324
879 67.79474576633167 9.252288583741972
880 67.80546029427477 9.25352583995642
881 67.81576027030836 9.252020044987542
882 67.82587006347127 9.249348163000324
883 67.83615903115704 9.24769539299369
884 67.84679102691707 9.246960935027786
885 67.85775535532561 9.247052936109187
886 67.86889855557807 9.247888343074173
887 67.87995608834574 9.249390827368005
888 67.89058309164976 9.251491390665644
889 67.90038347403389 9.252062196988414
890 67.9092476846477 9.251265931801672
891 67.91730425651562 9.249248624552889
892 67.92487189177513 9.24736203980611
893 67.93226912612812 9.246406036118326
894 67.93963929426546 9.246288632983255
895 67.94697788501594 9.246926003783548
896 67.95416039300287 9.24824188605463
897 67.96096987782867 9.250167240491276
898 67.9671235252196 9.252638542576962
899 67.9722975976282 9.253555767381716
